1210466352382775297;Fri Dec 27 07:44:02 +0000 2019;RT @sergi_vlad: Estoy de acuerdo con la señora Natalia valdebenito Qué en chile se violan los Derechos Humanos... El derecho a la vida Qué…;
1210455089237901312;Fri Dec 27 06:59:17 +0000 2019;RT @MarGomezH: Con esta magnitud,es el segundo terremoto más grande registrado desde la existencia del sismógrafo,después del terremoto de…;
1210442851525505024;Fri Dec 27 06:10:39 +0000 2019;RT @sergi_vlad: Estoy de acuerdo con la señora Natalia valdebenito Qué en chile se violan los Derechos Humanos... El derecho a la vida Qué…;
1210431719687573505;Fri Dec 27 05:26:25 +0000 2019;RT @sergi_vlad: Estoy de acuerdo con la señora Natalia valdebenito Qué en chile se violan los Derechos Humanos... El derecho a la vida Qué…;
1210429095076597760;Fri Dec 27 05:15:59 +0000 2019;RT @sergi_vlad: Estoy de acuerdo con la señora Natalia valdebenito Qué en chile se violan los Derechos Humanos... El derecho a la vida Qué…;
1210425640522076163;Fri Dec 27 05:02:15 +0000 2019;RT @MarGomezH: Con esta magnitud,es el segundo terremoto más grande registrado desde la existencia del sismógrafo,después del terremoto de…;
1210424832623595522;Fri Dec 27 04:59:03 +0000 2019;RT @ilustrador: #Sismo: Animación que grafica a través de los Años, lo asombrosamente Activo que se Encuentra el Cinturón de Fuego del Pací…;Sismo, 
1210421483706757120;Fri Dec 27 04:45:44 +0000 2019;RT @Alinarubio30: @AndrsFernndezL1 @AleLRoss198 @LunaDeAbril2019 @marti160patria @Frank201919 @LolaVid @pereiraraul59 @Vilma_Meche @taniasa…;
1210419223991853057;Fri Dec 27 04:36:46 +0000 2019;RT @LandeckH: Gobierno anuncia que peor #sequía de #Chile puede llevar a racionamiento de #agua pero no discute cambio de modelo agroindust…;sequía, Chile, agua, 
1210412187250036737;Fri Dec 27 04:08:48 +0000 2019;Me infiltré en un templo religioso del Islam.Esto es lo que vi https://t.co/JfNiJmNXrM  #Chile #Valparaíso… https://t.co/Poznr2azk0;Chile, Valparaíso, 
1210409794047266816;Fri Dec 27 03:59:17 +0000 2019;RT @Alinarubio30: @AndrsFernndezL1 @AleLRoss198 @LunaDeAbril2019 @marti160patria @Frank201919 @LolaVid @pereiraraul59 @Vilma_Meche @taniasa…;
1210405973715771392;Fri Dec 27 03:44:07 +0000 2019;RT @sergi_vlad: Estoy de acuerdo con la señora Natalia valdebenito Qué en chile se violan los Derechos Humanos... El derecho a la vida Qué…;
1210404057917116416;Fri Dec 27 03:36:30 +0000 2019;RT @Alinarubio30: @AndrsFernndezL1 @AleLRoss198 @LunaDeAbril2019 @marti160patria @Frank201919 @LolaVid @pereiraraul59 @Vilma_Meche @taniasa…;
